Data,Rede Publica,Adulto (total),Geral,Gestante,Oncologico,Cardiaco,Infantil,Rede Privada,Total
21-03-15,"33,80%","34,78%","40,00%","0,00%","0,00%","0,00%","0,00%","40,00%","34,21%"
21-03-17,"39,29%","40,74%","43,14%","0,00%","0,00%","0,00%","0,00%","60,00%","40,98%"
21-03-19,"34,00%","35,42%","37,78%","0,00%","0,00%","0,00%","0,00%","40,00%","34,55%"
21-03-21,"43,18%","45,24%","48,72%","0,00%","0,00%","0,00%","0,00%","28,57%","41,18%"
21-03-23,"41,30%","43,18%","47,50%","0,00%","0,00%","0,00%","0,00%","40,00%","41,18%"
21-03-24,"19,61%","20,41%","21,95%","0,00%","20,00%","0,00%","0,00%","40,00%","21,43%"
21-03-26,"34,62%","36,00%","41,46%","0,00%","16,67%","0,00%","0,00%","0,00%","31,58%"
21-03-28,"34,88%","36,59%","45,16%","0,00%","16,67%","0,00%","0,00%","0,00%","30,00%"
21-03-30,"33,33%","35,29%","45,83%","0,00%","16,67%","0,00%","0,00%","0,00%","25,53%"
21-04-01,"29,41%","30,61%","35,90%","0,00%","16,67%","0,00%","0,00%","0,00%","24,19%"
21-04-03,"22,00%","22,92%","25,64%","0,00%","16,67%","0,00%","0,00%","18,18%","21,31%"
21-04-05,"26,19%","27,50%","35,48%","0,00%","0,00%","0,00%","0,00%","9,09%","22,64%"
21-04-05,"26,19%","27,50%","35,48%","0,00%","0,00%","0,00%","0,00%","9,09%","22,64%"
21-04-07,"34,00%","35,42%","38,46%","33,33%","16,67%","0,00%","0,00%","18,18%","31,15%"
21-04-09,"26,67%","27,91%","32,35%","0,00%","16,67%","0,00%","0,00%","0,00%","21,43%"
21-04-11,"31,11%","32,56%","38,24%","0,00%","16,67%","0,00%","0,00%","7,69%","25,86%"
21-04-12,"35,29%","36,73%","42,50%","0,00%","16,67%","0,00%","0,00%","0,00%","29,03%"
21-04-14,"26,42%","24,49%","25,00%","33,33%","16,67%","0,00%","66,67%","0,00%","21,88%"
21-04-14,"26,42%","24,49%","25,00%","33,33%","16,67%","0,00%","66,67%","0,00%","21,88%"
21-04-15,"23,08%","24,00%","29,27%","0,00%","0,00%","0,00%","0,00%","0,00%","19,05%"
21-04-16,"33,33%","34,88%","37,50%","0,00%","0,00%","0,00%","0,00%","0,00%","26,79%"
21-04-17,"19,23%","20,00%","24,39%","0,00%","0,00%","0,00%","0,00%","0,00%","15,87%"
21-04-18,"21,74%","22,73%","25,00%","0,00%","0,00%","0,00%","0,00%","0,00%","16,95%"
21-04-19,"18,00%","18,75%","23,08%","0,00%","0,00%","0,00%","0,00%","0,00%","15,52%"
21-04-20,"25,58%","26,83%","34,38%","0,00%","0,00%","0,00%","0,00%","0,00%","21,57%"
21-04-21,"22,00%","22,92%","28,21%","0,00%","0,00%","0,00%","0,00%","0,00%","18,33%"
21-04-22,"28,57%","29,79%","31,58%","0,00%","33,33%","0,00%","0,00%","0,00%","24,56%"
